jurisdiction,source_type,official_code,activity_name,activity_name_normalized,official_category,official_status,official_risk_rating,official_industry_risk,official_dnfbp,official_third_party,official_when,official_notes,raw_payload,source_row_hash
Meydan,api,7110.99,Real Estate Survey Services,real estate survey service,Professional,Active,High,Yes,No,RERA (Dubai Real Estate Regulatory Agency),PRE,"The activity cannot be combined with other activities, only with RERA activities Group No.3","{'SN': 1363, 'Category': 'Professional', 'Group': 711, 'Code': '7110.99', 'Activity Name': 'Real Estate Survey Services', 'النشاط': 'خدمات المسح العقاري', 'Third Party': 'RERA (Dubai Real Estate Regulatory Agency)', 'When': 'PRE', 'Risk Rating': 'High', 'Industry Risk': 'Yes', 'DNFBP': 'No', 'Notes': 'The activity cannot be combined with other activities, only with RERA activities Group No.3', 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",1b64ee7a22c8c46ad00aa64cc33bcaa6003382db29cfcbbd01856686ccb3e8d5
Meydan,api,7120.00,Technical Testing And Analysis,technical testing and analysis,Professional,Active,Low,No,No,,,,"{'SN': 1364, 'Category': 'Professional', 'Group': 712, 'Code': '7120.00', 'Activity Name': 'Technical Testing And Analysis', 'النشاط': 'الاختبارات والتحاليل التقنية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",a03898849f6dbb5413e37677fb6948a857b62d44ce643b5b66594b197ae0b6f3
Meydan,api,7120.01,"Performance Of Physical, Chemical And Other Analytical Testing Of All Types Of Materials And Products",performance of physical chemical and other analytical testing of all types of materials and products,Professional,Active,Low,No,No,DP (Dubai Police),PRE,,"{'SN': 1365, 'Category': 'Professional', 'Group': 712, 'Code': '7120.01', 'Activity Name': 'Performance Of Physical, Chemical And Other Analytical Testing Of All Types Of Materials\nAnd Products', 'النشاط': 'اجراء الاختبارات الفيزيائية والكيميائية وسائر الاختبارات التحليلية من جميع الانواع للمواد والمنتجات', 'Third Party': 'DP (Dubai Police)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4554f2b884eb9e5a925de5e2b9bf77452e300eba31b013e673d9f308907f6a0c
Meydan,api,7120.72,Storage Environments Temperature Verification Services,storage environments temperature verification service,Professional,Active,Low,,,,,,"{'SN': 1366, 'Category': 'Professional', 'Group': 712, 'Code': '7120.72', 'Activity Name': 'Storage Environments Temperature Verification Services', 'النشاط': 'خدمات فحص وتقييم درجات حرارة بيئات التخزين', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': None, 'DNFBP': None, 'Notes': None, 'Status': 'Active', 'ESR': None, 'ESR Notes': None, 'Edit Remarks': '04-Jun-2025'}",3e8712ecd50dda2d1f4ec1ebf9679fefe70098d9dc3cc93b171b091a98d5d23f
Meydan,api,7120.73,Agricultural Laboratory,agricultural laboratory,Professional,Active,Low,No,No,,,,"{'SN': 1367, 'Category': 'Professional', 'Group': 712, 'Code': '7120.73', 'Activity Name': 'Agricultural Laboratory', 'النشاط': 'مختبر زراعي', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",b5f1b9d255fbb1cc1571db016de6318fd5aef8dc5e1d9c558b2052e6b9f9e592
Meydan,api,7120.74,Roofs & Scaffolding Support Systems Examination,roofs and scaffolding support systems examination,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1368, 'Category': 'Professional', 'Group': 712, 'Code': '7120.74', 'Activity Name': 'Roofs & Scaffolding Support Systems Examination', 'النشاط': 'خدمات فحص انظمة تدعيم الاسقف والسقالات', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2f824fdedbeb19e18e0838c7ddbe0cb52c88ec5a0cff7908f6b0df99b375f82a
Meydan,api,7120.75,Building Inspection Services,building inspection service,Professional,Active,Low,No,No,,,,"{'SN': 1369, 'Category': 'Professional', 'Group': 712, 'Code': '7120.75', 'Activity Name': 'Building Inspection Services', 'النشاط': 'خدمات فحص المباني', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '17-Jan-2025'}",b6773ffbd5345869af66e5e80f19ffa8cc3eccd4613b06cb186d26b2c42f8f7a
Meydan,api,7120.76,Diamond & Precious Gemstones Testing Laboratory,diamond and precious gemstones testing laboratory,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1370, 'Category': 'Professional', 'Group': 712, 'Code': '7120.76', 'Activity Name': 'Diamond & Precious Gemstones Testing Laboratory', 'النشاط': 'مختبر تحليل الماس والاحجار الكريمة', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",46ec07bcd9ae6ceda9b341a979bea55cee0cc9dd9e79b07c49740097037b00de
Meydan,api,7120.77,Environmental Testing & Inspection Services,environmental testing and inspection service,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1371, 'Category': 'Professional', 'Group': 712, 'Code': '7120.77', 'Activity Name': 'Environmental Testing & Inspection Services', 'النشاط': 'خدمات فحص ومراقبة البيئة', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",0aa572479304b57c0974fb375525a9c7717b76adf256a14bf1752a71fe1262a6
Meydan,api,7120.78,Materials Fire Resistance Testing Services,materials fire resistance testing service,Professional,Active,Low,No,No,,,,"{'SN': 1372, 'Category': 'Professional', 'Group': 712, 'Code': '7120.78', 'Activity Name': 'Materials Fire Resistance Testing Services', 'النشاط': 'خدمات اختبار مقاومة المواد للحريق', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",a56efabe2e877d103103f0ac52cedf4b9fc337560479645d1e3bea67f075c772
Meydan,api,7120.79,Products & Materials Transportation Equipment Inspection,products and materials transportation equipment inspection,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1373, 'Category': 'Professional', 'Group': 712, 'Code': '7120.79', 'Activity Name': 'Products & Materials Transportation Equipment Inspection', 'النشاط': 'خدمات تفتيش وسائل نقل السلع والمواد', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",5d34a37f22842c954ae640a45e89fc6ce105270ce1d125c40299df60eaf148c9
Meydan,api,7120.80,Halal Quality & Conformity Certification Services,halal quality and conformity certification service,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1374, 'Category': 'Professional', 'Group': 712, 'Code': '7120.80', 'Activity Name': 'Halal Quality & Conformity Certification Services', 'النشاط': 'خدمات اصدار شهادات الجودة والمطابقة الحلال', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",b16809acb50b87eb934f85d45de427ad395f958068f339170188a7ce30cb81d7
Meydan,api,7120.81,Modified Vehicles’ Conformity Certificate Issuing Services,modified vehicles conformity certificate issuing service,Professional,Active,Low,No,No,,,,"{'SN': 1375, 'Category': 'Professional', 'Group': 712, 'Code': '7120.81', 'Activity Name': 'Modified Vehicles’ Conformity Certificate Issuing Services', 'النشاط': 'خدمات اصدار شهادات المطابقة للمركبات المعدلة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",afc1ebcf484a6ca348e00bdbf5402715154321406d758b706e627ff1b281371e
Meydan,api,7120.82,Buildings & Civil Works Inspection Engineering Services,buildings and civil works inspection engineering service,Professional,Active,Low,No,No,DM (Dubai Municipality),PRE,,"{'SN': 1376, 'Category': 'Professional', 'Group': 712, 'Code': '7120.82', 'Activity Name': 'Buildings & Civil Works Inspection Engineering Services', 'النشاط': 'خدمات هندسة الكشف عن الابنية والانشاءات المدنية', 'Third Party': 'DM (Dubai Municipality)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '17-Jan-2025'}",0cf528f8ff7b56580c8baff8d4a84f72346bc3095115314eccd5cc684edf7056
Meydan,api,7120.83,Soil Analysis Services,soil analysis service,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1377, 'Category': 'Professional', 'Group': 712, 'Code': '7120.83', 'Activity Name': 'Soil Analysis Services', 'النشاط': 'خدمات فحص التربة', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4b40303969174ddc1511b5c1e20cf7885467e45e977c50208010d4dca552d362
Meydan,api,7120.84,Chemical & Biological Laboratory,chemical and biological laboratory,Professional,Active,Low,No,No,Emirates International Accreditation Centre (EIAC) | Dubai Police (DP),PRE,,"{'SN': 1378, 'Category': 'Professional', 'Group': 712, 'Code': '7120.84', 'Activity Name': 'Chemical & Biological Laboratory', 'النشاط': 'مختبر تحاليل كيماوية وبيولوجية', 'Third Party': 'Emirates International Accreditation Centre (EIAC) | Dubai Police (DP)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4ba7916673afe754b4061e5cdcaac895bdfd8dc46c26407d018547e8596d458c
Meydan,api,7120.85,Weighing & Measuring Laboratory,weighing and measuring laboratory,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1379, 'Category': 'Professional', 'Group': 712, 'Code': '7120.85', 'Activity Name': 'Weighing & Measuring Laboratory', 'النشاط': 'مختبر معايرة الاوزان والمقاييس', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",cd779357185640e71cad61e4699dde389311c491f5c107ce0265329a4ae08bee
Meydan,api,7120.86,Security Systems Inspection Services,security systems inspection service,Professional,Active,Low,No,No,,,,"{'SN': 1380, 'Category': 'Professional', 'Group': 712, 'Code': '7120.86', 'Activity Name': 'Security Systems Inspection Services', 'النشاط': 'خدمات الفحص والتدقيق على الانظمة الامنية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",e97a10cbbed64dee297316950592c23a28e61c7a17b9e941453e05935a926712
Meydan,api,7120.87,Pipelines Testing Services,pipelines testing service,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1381, 'Category': 'Professional', 'Group': 712, 'Code': '7120.87', 'Activity Name': 'Pipelines Testing Services', 'النشاط': 'فحص خطوط الانابيب ومعالجتها', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",c5ddad0d98450ea326505901ecd9df5582877e1a3af7d6a995d9eaea97eea3d9
Meydan,api,7120.88,Vehicles Technical Testing,vehicles technical testing,Professional,Active,Low,No,No,RTA (Road and Transport Authority),PRE,,"{'SN': 1382, 'Category': 'Professional', 'Group': 712, 'Code': '7120.88', 'Activity Name': 'Vehicles Technical Testing', 'النشاط': 'الفحص الفني للمركبات', 'Third Party': 'RTA (Road and Transport Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",4c985e70b93469ec17edd92f53ccec51fb34c2f8be915e1c16863b0ec0218672
Meydan,api,7120.89,Gold & Precious Metals Testing Laboratory,gold and precious metals testing laboratory,Professional,Active,Low,No,No,Emirates International Accreditation Centre (EIAC) | Dubai Police (DP),PRE,,"{'SN': 1383, 'Category': 'Professional', 'Group': 712, 'Code': '7120.89', 'Activity Name': 'Gold & Precious Metals Testing Laboratory', 'النشاط': 'مختبر تحليل الذهب والمعادن الثمينة وفحصها', 'Third Party': 'Emirates International Accreditation Centre (EIAC) | Dubai Police (DP)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2906cff7de67246079bedd9fe4fd002e46b929fcb431f1de9230965be3bd97b5
Meydan,api,7120.90,Industrial Installations Inspection Engineering Services,industrial installations inspection engineering service,Professional,Active,Low,No,No,DM (Dubai Municipality),PRE,,"{'SN': 1384, 'Category': 'Professional', 'Group': 712, 'Code': '7120.90', 'Activity Name': 'Industrial Installations Inspection Engineering Services', 'النشاط': 'خدمات هندسة الكشف على الانشاءات والتجهيزات الصناعية', 'Third Party': 'DM (Dubai Municipality)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '17-Jan-2025'}",0f0a5deac9d07195ebd2ad7396a6847b3cde0bc2ffe184b2f65cbf498263bbf7
Meydan,api,7120.91,Physical & Mechanical Testing Laboratory,physical and mechanical testing laboratory,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1385, 'Category': 'Professional', 'Group': 712, 'Code': '7120.91', 'Activity Name': 'Physical & Mechanical Testing Laboratory', 'النشاط': 'مختبر للفحوص الميكانيكية والفيزيائية', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",6087f318181cf7efe6a0ad00fb44bbb130b144f17031ceda65617f87ef847979
Meydan,api,7120.92,Fire Causes Inspection,fire causes inspection,Professional,Active,Low,No,No,,,,"{'SN': 1386, 'Category': 'Professional', 'Group': 712, 'Code': '7120.92', 'Activity Name': 'Fire Causes Inspection', 'النشاط': 'فحص مسببات الحريق', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",9e5dcf97e6f9194c2dc2f18db4ea92bd679bb1a93f1e396f7c680c2cd5767381
Meydan,api,7120.93,Foundation & Piling Testing Services,foundation and piling testing service,Professional,Active,Low,No,No,DM (Dubai Municipality),PRE,,"{'SN': 1387, 'Category': 'Professional', 'Group': 712, 'Code': '7120.93', 'Activity Name': 'Foundation & Piling Testing Services', 'النشاط': 'خدمات فحص الاساسات والركائز', 'Third Party': 'DM (Dubai Municipality)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '17-Jan-2025'}",cd19c77350711b0b242a04670fc08aa7f87d7b3fd86c5968b98237d7e80749f3
Meydan,api,7120.95,Trade Mark Verification Services,trade mark verification service,Professional,Active,Low,No,No,,,,"{'SN': 1388, 'Category': 'Professional', 'Group': 712, 'Code': '7120.95', 'Activity Name': 'Trade Mark Verification Services', 'النشاط': 'خدمات فحص العلامات التجارية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",ee0ad50a1ac6685d17998df54db8d808c600d1081a140d873f4e3ab36110779a
Meydan,api,7120.96,Nondestructive Testing Services,nondestructive testing service,Professional,Active,Low,No,No,,,,"{'SN': 1389, 'Category': 'Professional', 'Group': 712, 'Code': '7120.96', 'Activity Name': 'Nondestructive Testing Services', 'النشاط': 'خدمات الفحص اللااتلافي', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",51592169bbfeb240693fa9d6928751b3aee6136bdec1642b8431c33e0f47edf7
Meydan,api,7120.97,Compliance Certification For Building Construction Products,compliance certification for building construction products,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1390, 'Category': 'Professional', 'Group': 712, 'Code': '7120.97', 'Activity Name': 'Compliance Certification For Building Construction Products', 'النشاط': 'خدمات اصدار شهادات المطابقة للمنتجات المستخدمة في صناعة البناء', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",ed26eea3766569c3c426fde0f8d5aeed2aefa195a867367036238f2a0c3c5b4d
Meydan,api,7120.98,Quality & Standardization Certificates Issuing Services.,quality and standardization certificates issuing service,Professional,Active,Low,No,No,EIAC (Emirates International Accreditation Centre),PRE,,"{'SN': 1391, 'Category': 'Professional', 'Group': 712, 'Code': '7120.98', 'Activity Name': 'Quality & Standardization Certificates Issuing Services.', 'النشاط': 'خدمات اصدار شهادات الجودة والمعايرة والتقييس', 'Third Party': 'EIAC (Emirates International Accreditation Centre)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",69af0cca638a73ed57af2523ac15a87b1ad85dce42e87919d9edb80b69ca2054
Meydan,api,7210.00,Research And Experimental Development On Natural Sciences And Engineering,research and experimental development on natural sciences and engineering,Professional,Active,Low,No,No,,,,"{'SN': 1392, 'Category': 'Professional', 'Group': 721, 'Code': '7210.00', 'Activity Name': 'Research And Experimental Development On Natural Sciences And Engineering', 'النشاط': 'البحث والتطوير التجريبي في مجالي العلوم الطبيعية والهندسة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",7c57dba0989420bbb10359c88d3c8da34e0d2dcc9eeeb2ece0d1402acc0e0dcc
Meydan,api,7210.01,"Research And Experimental Development On Natural Science, Engineering, Technology, Medical Sciences, Biotechnology, Agricultural Sciences, and Interdisciplinary Research And Development, Predominantly On Natural Sciences And Engineering.",research and experimental development on natural science engineering technology medical sciences biotechnology agricultural sciences and interdisciplinary research and development predominantly on natural sciences and engineering,Professional,Active,Low,No,No,,,,"{'SN': 1393, 'Category': 'Professional', 'Group': 721, 'Code': '7210.01', 'Activity Name': 'Research And Experimental Development On Natural Science, Engineering, Technology, Medical Sciences, Biotechnology, Agricultural Sciences, and Interdisciplinary Research And Development, Predominantly On Natural Sciences And Engineering.', 'النشاط': 'البحث والتطوير التجريبي في العلوم الطبيعية والهندسة والتكنولوجيا والعلوم الطبية والتكنولوجيا الحيوية والعلوم الزراعية والبحث والتطوير المتعّدد القطاعات، على الاغلب في العلوم الطبيعية و الهندسة', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",83c46148081b5f41bcef9d853ea416143e6d5bb5f64a0fa0df0ae91178c4afa6
Meydan,api,7210.92,Environmental Consultants & Studies,environmental consultants and studies,Professional,Active,Low,No,No,,,,"{'SN': 1394, 'Category': 'Professional', 'Group': 721, 'Code': '7210.92', 'Activity Name': 'Environmental Consultants & Studies', 'النشاط': 'استشارات ودراسات البيئية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",41621cd56fd6e9652ae5e145f9c362b9576a7877046771afd5926d7436c222fb
Meydan,api,7210.93,Pharmaceutical Researches & Studies,pharmaceutical researches and studies,Professional,Active,Low,No,No,,,,"{'SN': 1395, 'Category': 'Professional', 'Group': 721, 'Code': '7210.93', 'Activity Name': 'Pharmaceutical Researches & Studies', 'النشاط': 'دراسات والبحوث الصيدلانية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",33718137f07524ef3aeff8fcec3783d80caff28e3b46264f4e207a1e27a3ad88
Meydan,api,7210.94,Geophysical & Geological Studies & Services,geophysical and geological studies and service,Professional,Active,Low,No,No,,,,"{'SN': 1396, 'Category': 'Professional', 'Group': 721, 'Code': '7210.94', 'Activity Name': 'Geophysical & Geological Studies & Services', 'النشاط': 'دراسات والخدمات الجيوفيزيائية والجيولوجية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",a2546ea1352786620292a8d5c37691712af3003dea27ea0fa5d282ffa5bdb051
Meydan,api,7210.95,Renewable Energy Engineering Consultancy,renewable energy engineering consulting,Professional,Active,Low,No,No,DM (Dubai Municipality),PRE,,"{'SN': 1397, 'Category': 'Professional', 'Group': 721, 'Code': '7210.95', 'Activity Name': 'Renewable Energy Engineering Consultancy', 'النشاط': 'استشارات هندسة الطاقة المتجددة', 'Third Party': 'DM (Dubai Municipality)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': '17-Jan-2025'}",01047689f5efb9c34d87b413ab57773f8d7dcfc6f22377c1a5748df721468060
Meydan,api,7210.96,Technological Aspects Of Aircrafts Development,technological aspects of aircrafts development,Professional,Active,Low,No,No,DCAA (Dubai Civil Aviation Authority),PRE,,"{'SN': 1398, 'Category': 'Professional', 'Group': 721, 'Code': '7210.96', 'Activity Name': 'Technological Aspects Of Aircrafts Development', 'النشاط': 'التطوير التكنولوجي للانظمة الدقيقة الخاصة بالطائرات', 'Third Party': 'DCAA (Dubai Civil Aviation Authority)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",ca03dc925ed635e660ed144cd66d128dc334f5368790717e1b28aca7231fbce2
Meydan,api,7210.98,Science & Technology Consultancy,science and technology consulting,Professional,Active,Low,No,No,,,,"{'SN': 1399, 'Category': 'Professional', 'Group': 721, 'Code': '7210.98', 'Activity Name': 'Science & Technology Consultancy', 'النشاط': 'استشارات العلمية والتقنية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",2267075e72d19ad57b498a1a0a794ca0c7b2fb083707f801b255080b5062b0be
Meydan,api,7210.99,Veterinary Research Center,veterinary research center,Professional,Active,Low,No,No,DM (Dubai Municipality),PRE,,"{'SN': 1400, 'Category': 'Professional', 'Group': 721, 'Code': '7210.99', 'Activity Name': 'Veterinary Research Center', 'النشاط': 'مركز ابحاث بيطري', 'Third Party': 'DM (Dubai Municipality)', 'When': 'PRE', 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",422be755b145a5a986517060a6e3a5e14ff3564fcac6a9f4b2e8f96bae502b17
Meydan,api,7220.00,Research And Experimental Development On Social Sciences And Humanities,research and experimental development on social sciences and humanities,Professional,Active,Low,No,No,,,,"{'SN': 1401, 'Category': 'Professional', 'Group': 722, 'Code': '7220.00', 'Activity Name': 'Research And Experimental Development On Social Sciences And Humanities', 'النشاط': 'البحث والتطوير التجريبي في مجال العلوم الاجتماعية والانسانية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",5f649c8f411c378f0b11567162bda4851bf200e3a78ffccd7f39ed1119749bd2
Meydan,api,7220.01,Research And Development On Social Sciences,research and development on social sciences,Professional,Active,Low,No,No,,,,"{'SN': 1402, 'Category': 'Professional', 'Group': 722, 'Code': '7220.01', 'Activity Name': 'Research And Development On Social Sciences', 'النشاط': 'البحث والتطوير في العلوم الاجتماعية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",7177453e8aba3607ea896ecc7aba3798766cf2d5b433a98282883ba9e7ff2df1
Meydan,api,7220.02,Research And Development On Humanities,research and development on humanities,Professional,Active,Low,No,No,,,,"{'SN': 1403, 'Category': 'Professional', 'Group': 722, 'Code': '7220.02', 'Activity Name': 'Research And Development On Humanities', 'النشاط': 'البحث والتطوير في العلوم الانسانية', 'Third Party': None, 'When': None, 'Risk Rating': 'Low', 'Industry Risk': 'No', 'DNFBP': 'No', 'Notes': None, 'Status': 'Active', 'ESR': 'No', 'ESR Notes': None, 'Edit Remarks': None}",86734271481ba241140afbd882812c98ff2c55f25ec5f837727811f3dd884e07
